host_identity_verified,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69228,-73.94566,False,moderate,Private room,2005,1174.0,235.0,30,15,1.36,4.0,1,179
unconfirmed,Brooklyn,Brownsville,40.6604,-73.91227,True,strict,Private room,2012,1155.0,231.0,2,32,2.85,2.0,3,0
verified,Manhattan,Hell's Kitchen,40.7594,-73.99748,True,flexible,Private room,2006,653.0,131.0,4,10,0.91,3.0,3,365
unconfirmed,Brooklyn,Bensonhurst,40.60569,-73.99823,False,flexible,Entire home/apt,2007,948.0,190.0,3,24,2.22,3.0,2,96
unconfirmed,Queens,Flushing,40.75902,-73.82099,False,moderate,Private room,2006,474.0,95.0,1,30,2.69,4.0,9,189
verified,Queens,Astoria,40.76756,-73.91798,True,moderate,Private room,2016,59.0,12.0,2,4,0.37,2.0,1,249
unconfirmed,Manhattan,Stuyvesant Town,40.73182,-73.98158,True,flexible,Private room,2014,300.0,60.0,30,3,0.28,2.0,2,0
verified,Manhattan,Financial District,40.70448,-74.00615,False,flexible,Entire home/apt,2015,1127.0,225.0,1,25,2.53,5.0,6,203
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68707,-73.95482,True,moderate,Private room,2016,218.0,44.0,2,0,0.74,4.0,1,0
verified,Queens,Ridgewood,40.70804,-73.89747,True,flexible,Entire home/apt,2003,983.0,197.0,7,2,0.22,4.0,1,93
unconfirmed,Manhattan,East Village,40.72935,-73.99054,True,moderate,Entire home/apt,2017,887.0,177.0,2,10,0.97,2.0,1,188
unconfirmed,Staten Island,Randall Manor,40.6406,-74.11702,True,flexible,Entire home/apt,2012,325.0,65.0,2,39,3.45,5.0,1,45
verified,Manhattan,Lower East Side,40.71873,-73.98553,False,strict,Private room,2006,698.0,140.0,1,4,0.36,4.0,2,0
unconfirmed,Bronx,Longwood,40.81872,-73.90014,True,moderate,Entire home/apt,2020,219.0,44.0,7,0,0.74,4.0,1,0
verified,Manhattan,Lower East Side,40.71796,-73.98445,False,moderate,Entire home/apt,2021,251.0,50.0,1,1,0.09,3.0,2,0
unconfirmed,Manhattan,Financial District,40.70522,-74.00728,True,flexible,Entire home/apt,2009,736.0,147.0,2,1,0.09,3.0,1,0
unconfirmed,Manhattan,Hell's Kitchen,40.76463,-73.99128,False,strict,Entire home/apt,2018,319.0,64.0,3,1,0.09,3.0,1,353
unconfirmed,Brooklyn,Bushwick,40.69667,-73.90806,False,moderate,Entire home/apt,2006,374.0,75.0,2,6,0.77,4.0,2,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68634,-73.93817,False,flexible,Entire home/apt,2019,927.0,185.0,2,30,2.88,4.0,2,35
verified,Brooklyn,Bedford-Stuyvesant,40.68221,-73.94487,True,moderate,Private room,2007,376.0,75.0,2,1,1.0,3.0,1,349
unconfirmed,Manhattan,Upper East Side,40.76529,-73.95771,False,strict,Private room,2019,1151.0,230.0,1,18,1.59,4.0,5,0
verified,Manhattan,Hell's Kitchen,40.75607,-73.9941,False,moderate,Entire home/apt,2009,593.0,119.0,3,10,4.48,4.0,1,206
unconfirmed,Brooklyn,Bushwick,40.70048,-73.9295,False,strict,Private room,2004,1143.0,229.0,7,8,0.75,4.0,1,0
unconfirmed,Manhattan,East Harlem,40.80874,-73.94038,False,flexible,Private room,2003,178.0,36.0,2,38,3.4,3.0,6,178
unconfirmed,Brooklyn,Brooklyn Heights,40.6987,-73.99275,True,strict,Entire home/apt,2013,439.0,88.0,1,12,1.16,5.0,1,6
verified,Manhattan,East Harlem,40.807,-73.93976,False,strict,Entire home/apt,2016,215.0,43.0,2,0,0.74,2.0,6,173
unconfirmed,Manhattan,Upper West Side,40.77725,-73.98407,True,moderate,Entire home/apt,2010,500.0,100.0,30,0,0.74,3.0,65,334
unconfirmed,Queens,Long Island City,40.74583,-73.95363,False,flexible,Entire home/apt,2022,391.0,78.0,3,2,0.32,2.0,1,3
verified,Manhattan,East Harlem,40.79232,-73.94156,True,flexible,Private room,2015,1066.0,213.0,3,2,0.79,2.0,6,90
verified,Brooklyn,Bedford-Stuyvesant,40.69393,-73.957,True,flexible,Shared room,2020,83.0,17.0,3,12,1.07,4.0,34,365
unconfirmed,Manhattan,East Harlem,40.8093,-73.93747,False,flexible,Shared room,2012,1086.0,217.0,4,2,0.2,2.0,1,41
verified,Brooklyn,Bedford-Stuyvesant,40.69254,-73.95563,True,strict,Shared room,2004,627.0,125.0,2,10,0.9,4.0,34,362
verified,Brooklyn,Williamsburg,40.71031,-73.93623,True,moderate,Private room,2022,813.0,163.0,3,46,4.19,4.0,2,126
verified,Manhattan,Chelsea,40.73768,-73.99565,False,moderate,Entire home/apt,2018,817.0,163.0,14,0,0.74,3.0,1,0
verified,Brooklyn,Dyker Heights,40.61699,-74.01042,True,moderate,Private room,2003,178.0,36.0,1,39,3.45,3.0,1,45
unconfirmed,Brooklyn,Crown Heights,40.67321,-73.95386,True,flexible,Entire home/apt,2015,949.0,190.0,5,3,0.28,4.0,1,0
unconfirmed,Manhattan,Upper West Side,40.79026,-73.97304,False,flexible,Entire home/apt,2015,55.0,11.0,30,0,0.74,5.0,65,364
verified,Brooklyn,Williamsburg,40.70859,-73.93572,True,flexible,Private room,2021,515.0,103.0,3,47,4.26,5.0,2,188
verified,Manhattan,Kips Bay,40.73932,-73.97764,True,moderate,Entire home/apt,2003,781.0,156.0,5,13,1.23,3.0,1,24
verified,Manhattan,Kips Bay,40.73967,-73.98171,True,flexible,Entire home/apt,2019,840.0,168.0,10,2,0.24,2.0,1,81
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68726,-73.94176,True,moderate,Entire home/apt,2017,657.0,131.0,21,2,0.65,2.0,1,250
verified,Queens,Rego Park,40.71662,-73.85971,True,strict,Entire home/apt,2003,250.0,50.0,2,11,1.17,5.0,4,335
unconfirmed,Manhattan,Harlem,40.80329,-73.957,False,flexible,Entire home/apt,2012,589.0,118.0,4,34,3.12,2.0,1,90
verified,Queens,Woodside,40.7423,-73.89426,False,strict,Private room,2006,749.0,150.0,30,2,0.58,4.0,15,5
verified,Queens,Flushing,40.75676,-73.83288,False,strict,Entire home/apt,2009,1027.0,205.0,2,7,2.44,5.0,7,67
unconfirmed,Queens,South Ozone Park,40.67261,-73.79675,True,flexible,Private room,2008,712.0,142.0,1,49,5.88,2.0,3,38
unconfirmed,Brooklyn,Bushwick,40.68596,-73.914,True,moderate,Private room,2013,95.0,19.0,5,6,0.54,4.0,7,133
unconfirmed,Brooklyn,Williamsburg,40.70819,-73.96597,False,flexible,Entire home/apt,2003,65.0,13.0,2,5,0.47,5.0,1,0
unconfirmed,Brooklyn,Bushwick,40.68654,-73.91454,False,strict,Private room,2005,550.0,110.0,6,3,0.27,3.0,7,187
unconfirmed,Manhattan,Harlem,40.82771,-73.9499,False,moderate,Private room,2022,1062.0,212.0,4,2,0.25,4.0,2,0
verified,Brooklyn,Flatbush,40.63952,-73.9601,False,flexible,Private room,2014,697.0,139.0,30,3,0.28,3.0,1,0
verified,Brooklyn,Flatbush,40.64472,-73.96263,True,flexible,Private room,2019,269.0,54.0,10,1,0.1,3.0,1,0
verified,Queens,Middle Village,40.71775,-73.87488,True,strict,Entire home/apt,2021,947.0,189.0,2,36,3.4,2.0,1,290
unconfirmed,Brooklyn,Bay Ridge,40.63145,-74.02375,False,strict,Private room,2015,193.0,39.0,2,1,0.09,3.0,1,0
unconfirmed,Manhattan,East Harlem,40.79505,-73.93126,False,flexible,Entire home/apt,2005,870.0,174.0,2,15,1.4,3.0,2,230
unconfirmed,Manhattan,Harlem,40.82788,-73.93905,True,moderate,Entire home/apt,2018,151.0,30.0,15,0,0.74,2.0,1,0
verified,Brooklyn,Greenpoint,40.72208,-73.94275,True,moderate,Entire home/apt,2022,606.0,121.0,2,0,0.74,3.0,2,364
verified,Brooklyn,East Flatbush,40.63558,-73.94929,False,strict,Entire home/apt,2015,1078.0,216.0,3,9,0.81,4.0,1,353
verified,Manhattan,East Harlem,40.79713,-73.941,False,moderate,Private room,2013,926.0,185.0,1,25,2.25,5.0,2,0
verified,Brooklyn,Bedford-Stuyvesant,40.69322,-73.95519,False,flexible,Shared room,2011,955.0,191.0,3,12,1.06,4.0,34,361
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68323,-73.95108,True,strict,Private room,2016,837.0,167.0,30,2,0.27,5.0,3,331
verified,Brooklyn,Bushwick,40.69854,-73.92373,True,flexible,Private room,2021,434.0,87.0,1,2,0.22,3.0,2,5
unconfirmed,Manhattan,Harlem,40.80804,-73.95373,True,flexible,Entire home/apt,2006,335.0,67.0,2,14,1.43,3.0,1,33
unconfirmed,Queens,Jamaica,40.68078,-73.79492,True,moderate,Entire home/apt,2018,885.0,177.0,1,63,6.1,4.0,1,61
unconfirmed,Queens,Long Island City,40.76398,-73.92969,False,flexible,Entire home/apt,2020,687.0,137.0,3,0,0.74,2.0,1,0
unconfirmed,Queens,Jamaica,40.70653,-73.80561,True,strict,Entire home/apt,2005,975.0,195.0,2,0,0.74,2.0,5,365
unconfirmed,Brooklyn,Williamsburg,40.71283,-73.94157,True,strict,Entire home/apt,2014,932.0,186.0,2,59,5.46,4.0,2,23
unconfirmed,Manhattan,Upper East Side,40.76515,-73.96662,True,strict,Entire home/apt,2005,521.0,104.0,30,0,0.74,3.0,6,123
unconfirmed,Manhattan,Upper West Side,40.79285,-73.9676,True,flexible,Entire home/apt,2004,520.0,104.0,30,2,0.25,2.0,10,343
unconfirmed,Brooklyn,Canarsie,40.62831,-73.89876,False,moderate,Private room,2010,565.0,113.0,3,23,2.31,5.0,1,357
unconfirmed,Queens,Astoria,40.77198,-73.92206,False,strict,Entire home/apt,2003,1049.0,210.0,3,23,2.1,2.0,1,16
unconfirmed,Brooklyn,Bushwick,40.70192,-73.9168,False,moderate,Private room,2015,857.0,171.0,1,31,3.75,4.0,3,134
verified,Manhattan,Chinatown,40.71882,-73.99652,True,strict,Entire home/apt,2020,644.0,129.0,2,8,0.73,2.0,1,52
verified,Manhattan,East Harlem,40.80026,-73.94398,False,flexible,Private room,2007,1071.0,214.0,1,2,0.19,2.0,1,0
verified,Manhattan,West Village,40.73495,-74.00402,False,strict,Entire home/apt,2018,246.0,49.0,30,5,0.6,3.0,1,130
verified,Manhattan,Upper West Side,40.78779,-73.96881,False,moderate,Entire home/apt,2003,634.0,127.0,3,9,0.87,2.0,1,0
unconfirmed,Manhattan,Chinatown,40.71709,-73.99746,False,moderate,Entire home/apt,2011,723.0,145.0,2,19,2.0,2.0,1,179
verified,Brooklyn,Bushwick,40.68863,-73.90638,True,moderate,Entire home/apt,2006,1105.0,221.0,1,1,0.09,4.0,1,0
verified,Brooklyn,Williamsburg,40.71688,-73.95107,True,strict,Private room,2004,856.0,171.0,3,6,0.54,2.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.6813,-73.93304,True,moderate,Entire home/apt,2003,981.0,196.0,5,4,0.47,3.0,1,160
unconfirmed,Manhattan,Chelsea,40.74752,-73.9976,True,flexible,Private room,2007,762.0,152.0,3,21,2.03,2.0,1,8
verified,Manhattan,East Harlem,40.79917,-73.93716,False,flexible,Private room,2018,603.0,121.0,3,9,0.88,2.0,1,3
unconfirmed,Manhattan,Harlem,40.82287,-73.95394,False,flexible,Private room,2011,333.0,67.0,2,26,2.34,3.0,2,55
unconfirmed,Manhattan,East Harlem,40.79578,-73.93398,False,moderate,Entire home/apt,2009,833.0,167.0,5,2,0.18,2.0,2,1
verified,Brooklyn,Bedford-Stuyvesant,40.6905,-73.95906,False,moderate,Private room,2008,1034.0,207.0,2,2,0.32,2.0,1,0
verified,Manhattan,Upper East Side,40.76389,-73.96808,True,flexible,Entire home/apt,2020,256.0,51.0,30,0,0.74,2.0,6,178
unconfirmed,Brooklyn,Williamsburg,40.71832,-73.95566,False,flexible,Entire home/apt,2007,880.0,176.0,4,7,0.63,2.0,1,5
verified,Queens,Rockaway Beach,40.58754,-73.81296,False,flexible,Private room,2015,672.0,134.0,1,14,1.3,5.0,1,357
verified,Brooklyn,Crown Heights,40.67829,-73.9505,True,strict,Private room,2014,881.0,176.0,2,0,0.74,2.0,1,40
verified,Brooklyn,Bushwick,40.69383,-73.92068,False,flexible,Private room,2004,1002.0,200.0,2,43,4.08,2.0,2,15
verified,Brooklyn,Bushwick,40.7052,-73.92101,False,moderate,Private room,2017,1007.0,201.0,3,3,0.28,2.0,2,0
verified,Queens,College Point,40.77859,-73.84323,True,strict,Entire home/apt,2005,1178.0,236.0,1,62,6.0,2.0,2,77
verified,Queens,Springfield Gardens,40.6609,-73.75633,False,moderate,Entire home/apt,2008,1045.0,209.0,2,4,1.82,3.0,1,178
verified,Manhattan,Hell's Kitchen,40.76213,-74.00126,False,moderate,Entire home/apt,2014,1144.0,229.0,2,2,0.18,2.0,1,0
unconfirmed,Brooklyn,Crown Heights,40.66933,-73.94173,True,flexible,Private room,2012,950.0,190.0,1,13,1.15,4.0,1,0
unconfirmed,Manhattan,Midtown,40.75135,-73.97197,True,strict,Entire home/apt,2003,892.0,178.0,2,6,0.62,4.0,1,0
verified,Queens,Sunnyside,40.74245,-73.92587,True,strict,Entire home/apt,2005,910.0,182.0,2,3,0.29,4.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.6854,-73.94976,False,strict,Private room,2017,695.0,139.0,30,1,0.14,5.0,8,0
verified,Manhattan,Tribeca,40.71793,-74.00594,False,moderate,Entire home/apt,2022,304.0,61.0,1,8,0.73,4.0,1,0
unconfirmed,Queens,Flushing,40.73781,-73.80845,True,flexible,Private room,2022,127.0,25.0,1,10,0.92,3.0,5,90
unconfirmed,Queens,Astoria,40.75759,-73.91703,True,flexible,Private room,2009,635.0,127.0,5,1,0.11,3.0,1,69
verified,Queens,Flushing,40.7423,-73.8047,True,moderate,Private room,2021,73.0,15.0,1,16,1.42,2.0,1,362
unconfirmed,Manhattan,Harlem,40.82221,-73.95606,True,flexible,Private room,2014,141.0,28.0,2,24,2.38,4.0,2,47
verified,Manhattan,Gramercy,40.73569,-73.98097,False,flexible,Entire home/apt,2016,426.0,85.0,3,6,0.56,5.0,2,0
verified,Manhattan,East Harlem,40.7895,-73.94827,True,moderate,Entire home/apt,2005,70.0,14.0,90,8,0.71,2.0,1,0
unconfirmed,Brooklyn,Midwood,40.62258,-73.97398,True,moderate,Entire home/apt,2021,507.0,101.0,2,41,3.7,3.0,1,62
unconfirmed,Brooklyn,Bay Ridge,40.6294,-74.02258,True,moderate,Entire home/apt,2020,529.0,106.0,3,39,4.5,3.0,1,8
verified,Brooklyn,Bedford-Stuyvesant,40.6922,-73.9415,False,flexible,Private room,2009,1025.0,205.0,3,8,0.77,2.0,2,63
unconfirmed,Brooklyn,Borough Park,40.64003,-74.00315,True,strict,Private room,2008,113.0,23.0,1,8,0.76,4.0,8,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.67712,-73.9226,True,flexible,Entire home/apt,2009,1161.0,232.0,1,63,5.61,5.0,1,82
unconfirmed,Brooklyn,East Flatbush,40.6648,-73.92672,True,moderate,Entire home/apt,2021,1033.0,207.0,1,15,1.42,4.0,1,48
verified,Staten Island,Shore Acres,40.6075,-74.06679,False,moderate,Private room,2009,896.0,179.0,3,0,0.74,5.0,1,90
verified,Brooklyn,Windsor Terrace,40.65668,-73.97827,False,moderate,Private room,2012,980.0,196.0,4,1,0.13,5.0,1,82
unconfirmed,Brooklyn,Bushwick,40.70098,-73.92135,False,strict,Private room,2019,703.0,141.0,1,37,3.34,4.0,1,294
unconfirmed,Queens,Maspeth,40.72373,-73.90881,False,strict,Entire home/apt,2010,1046.0,209.0,2,21,1.87,2.0,3,202
verified,Manhattan,Morningside Heights,40.81382,-73.95939,False,flexible,Private room,2007,423.0,85.0,3,1,0.09,4.0,1,0
verified,Manhattan,Harlem,40.80734,-73.94201,True,moderate,Entire home/apt,2019,1007.0,201.0,3,11,1.02,3.0,1,85
unconfirmed,Queens,St. Albans,40.70531,-73.75835,False,strict,Private room,2012,813.0,163.0,2,71,6.51,2.0,3,340
verified,Manhattan,Harlem,40.80138,-73.95107,False,moderate,Private room,2013,336.0,67.0,10,1,0.1,2.0,1,0
unconfirmed,Manhattan,Upper West Side,40.79287,-73.97333,False,strict,Entire home/apt,2018,307.0,61.0,5,2,0.18,2.0,1,0
unconfirmed,Manhattan,East Village,40.72691,-73.98423,True,strict,Entire home/apt,2022,822.0,164.0,2,1,0.09,5.0,1,0
unconfirmed,Queens,Elmhurst,40.74586,-73.89048,False,flexible,Private room,2009,359.0,72.0,3,1,0.09,3.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.71786,-73.95434,True,flexible,Entire home/apt,2006,1100.0,220.0,1,15,1.33,4.0,1,8
unconfirmed,Brooklyn,Crown Heights,40.67194,-73.96208,True,strict,Private room,2021,582.0,116.0,1,12,1.24,3.0,3,2
verified,Manhattan,Hell's Kitchen,40.75478,-73.99604,False,moderate,Private room,2009,216.0,43.0,2,0,0.74,3.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68299,-73.92713,False,flexible,Private room,2004,1188.0,238.0,1,4,0.36,3.0,1,0
unconfirmed,Manhattan,Harlem,40.82167,-73.94726,False,strict,Entire home/apt,2012,1004.0,201.0,5,0,0.74,2.0,1,0
unconfirmed,Brooklyn,Bushwick,40.70474,-73.9162,False,flexible,Entire home/apt,2010,1020.0,204.0,2,1,0.09,3.0,1,0
unconfirmed,Manhattan,Harlem,40.81589,-73.93686,False,flexible,Entire home/apt,2013,960.0,192.0,3,1,0.13,3.0,1,0
unconfirmed,Brooklyn,Prospect Heights,40.6814,-73.96584,True,flexible,Entire home/apt,2019,647.0,129.0,5,2,0.21,2.0,1,0
verified,Brooklyn,Bushwick,40.69633,-73.927,False,flexible,Private room,2013,729.0,146.0,5,13,1.2,3.0,2,310
verified,Manhattan,Chelsea,40.7444,-73.99604,True,flexible,Entire home/apt,2003,1122.0,224.0,2,8,0.71,2.0,1,0
verified,Queens,Sunnyside,40.74233,-73.9125,True,flexible,Shared room,2020,294.0,59.0,1,30,2.78,2.0,1,157
unconfirmed,Brooklyn,Bushwick,40.69857,-73.9142,False,moderate,Entire home/apt,2012,547.0,109.0,1,0,0.74,4.0,1,0
verified,Manhattan,East Harlem,40.79228,-73.94013,True,strict,Entire home/apt,2020,803.0,161.0,2,8,1.53,4.0,1,0
verified,Brooklyn,Bushwick,40.70548,-73.92671,True,moderate,Private room,2017,849.0,170.0,2,8,0.73,4.0,1,0
unconfirmed,Brooklyn,Brownsville,40.65934,-73.90245,False,strict,Private room,2021,148.0,30.0,7,5,0.53,5.0,1,168
verified,Brooklyn,Williamsburg,40.7135,-73.9583,False,moderate,Private room,2019,150.0,30.0,1,0,0.74,2.0,2,0
unconfirmed,Staten Island,Tompkinsville,40.63461,-74.08937,True,moderate,Private room,2015,67.0,13.0,3,6,0.55,2.0,3,154
unconfirmed,Queens,East Elmhurst,40.7653,-73.86729,False,moderate,Private room,2020,914.0,183.0,3,0,0.74,2.0,2,23
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93916,False,flexible,Entire home/apt,2007,1003.0,201.0,5,25,2.42,3.0,1,127
verified,Manhattan,East Village,40.73052,-73.98277,True,moderate,Entire home/apt,2022,349.0,70.0,3,34,3.37,3.0,1,80
verified,Queens,Bayside,40.76731,-73.76288,True,flexible,Entire home/apt,2020,274.0,55.0,1,6,0.53,4.0,1,179
verified,Brooklyn,Bushwick,40.69449,-73.91987,True,moderate,Private room,2005,601.0,120.0,2,2,0.18,2.0,1,0
verified,Manhattan,Chinatown,40.71579,-73.99285,False,flexible,Private room,2005,645.0,129.0,3,0,0.74,5.0,4,222
verified,Manhattan,Murray Hill,40.74828,-73.97917,True,flexible,Entire home/apt,2011,828.0,166.0,5,5,0.55,5.0,1,340
unconfirmed,Brooklyn,Bushwick,40.70844,-73.92274,False,moderate,Private room,2005,1022.0,204.0,2,5,0.52,5.0,1,0
verified,Queens,Woodhaven,40.69783,-73.85221,False,moderate,Private room,2011,934.0,187.0,2,53,5.28,4.0,1,108
verified,Queens,Flushing,40.73662,-73.82764,True,strict,Private room,2022,285.0,57.0,1,20,1.81,5.0,2,188
unconfirmed,Brooklyn,Bushwick,40.68397,-73.9074,False,moderate,Entire home/apt,2012,455.0,91.0,2,62,5.67,4.0,1,151
unconfirmed,Queens,Ridgewood,40.7043,-73.91137,True,strict,Private room,2015,987.0,197.0,5,2,0.22,4.0,1,15
unconfirmed,Manhattan,Upper East Side,40.77454,-73.95454,False,moderate,Entire home/apt,2015,54.0,11.0,30,1,0.11,2.0,1,60
unconfirmed,Manhattan,East Village,40.73047,-73.98048,True,flexible,Private room,2006,866.0,173.0,2,0,0.74,5.0,1,0
unconfirmed,Queens,Ridgewood,40.70134,-73.909,False,moderate,Private room,2011,318.0,64.0,1,28,2.6,5.0,2,212
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69073,-73.95965,False,flexible,Private room,2015,112.0,22.0,3,0,0.74,3.0,1,0
verified,Queens,Astoria,40.77032,-73.92621,True,flexible,Entire home/apt,2020,161.0,32.0,1,18,1.74,2.0,1,0
unconfirmed,Manhattan,East Harlem,40.79461,-73.94199,True,moderate,Private room,2003,851.0,170.0,30,1,0.11,2.0,103,199
unconfirmed,Manhattan,Financial District,40.70514,-74.00914,False,moderate,Entire home/apt,2013,823.0,165.0,29,0,0.74,2.0,96,325
verified,Queens,Astoria,40.76519,-73.91067,False,strict,Private room,2005,1018.0,204.0,3,2,0.18,2.0,2,0
verified,Manhattan,Upper East Side,40.78051,-73.94809,False,strict,Entire home/apt,2007,533.0,107.0,1,17,1.62,3.0,1,5
unconfirmed,Queens,Ridgewood,40.70147,-73.9047,True,flexible,Entire home/apt,2021,506.0,101.0,14,1,1.0,5.0,2,106
verified,Bronx,Eastchester,40.88017,-73.83574,False,strict,Entire home/apt,2007,961.0,192.0,2,0,0.74,2.0,13,359
verified,Manhattan,Financial District,40.70788,-74.00484,True,flexible,Entire home/apt,2020,793.0,159.0,29,0,0.74,3.0,96,9
unconfirmed,Manhattan,Chelsea,40.74755,-74.00317,False,strict,Private room,2003,986.0,197.0,1,4,0.36,3.0,2,0
unconfirmed,Brooklyn,Bushwick,40.68842,-73.91465,True,flexible,Entire home/apt,2016,395.0,79.0,1,54,5.26,3.0,2,137
unconfirmed,Brooklyn,Bushwick,40.6944,-73.9242,False,flexible,Entire home/apt,2015,1158.0,232.0,3,26,2.43,2.0,1,3
unconfirmed,Manhattan,Upper West Side,40.77425,-73.98122,True,moderate,Entire home/apt,2009,824.0,165.0,3,33,2.97,4.0,1,96
verified,Brooklyn,Bedford-Stuyvesant,40.69038,-73.93101,True,flexible,Private room,2018,964.0,193.0,3,44,4.06,2.0,1,91
unconfirmed,Manhattan,Hell's Kitchen,40.7645,-73.98788,True,flexible,Entire home/apt,2021,479.0,96.0,2,44,4.05,3.0,3,70
unconfirmed,Brooklyn,Borough Park,40.64039,-74.00252,True,moderate,Private room,2020,418.0,84.0,1,8,0.81,3.0,8,0
verified,Brooklyn,Borough Park,40.63925,-74.00329,True,strict,Private room,2020,1191.0,238.0,1,12,1.16,4.0,8,0
verified,Brooklyn,Borough Park,40.63844,-74.00232,False,flexible,Private room,2007,822.0,164.0,1,9,0.82,4.0,8,0
unconfirmed,Brooklyn,Borough Park,40.63889,-74.00244,True,strict,Private room,2018,583.0,117.0,1,11,1.09,2.0,8,0
verified,Manhattan,Little Italy,40.71843,-73.99817,True,flexible,Entire home/apt,2009,844.0,169.0,2,5,0.46,4.0,1,0
verified,Manhattan,Harlem,40.80907,-73.94444,False,flexible,Private room,2010,936.0,187.0,1,49,4.85,4.0,3,0
unconfirmed,Queens,Flushing,40.75889,-73.82104,True,strict,Private room,2021,1126.0,225.0,1,39,3.49,3.0,9,342
unconfirmed,Manhattan,Hell's Kitchen,40.76337,-73.9873,False,strict,Entire home/apt,2016,571.0,114.0,2,58,5.21,4.0,1,124
verified,Manhattan,Financial District,40.70668,-74.00727,False,strict,Private room,2007,65.0,13.0,3,10,0.99,2.0,1,48
unconfirmed,Queens,Flushing,40.76084,-73.83233,False,strict,Private room,2005,337.0,67.0,1,22,1.99,3.0,4,347
unconfirmed,Brooklyn,Park Slope,40.67246,-73.97707,False,moderate,Private room,2016,101.0,20.0,5,7,0.84,4.0,1,180
verified,Brooklyn,Bushwick,40.70276,-73.92899,False,strict,Private room,2018,438.0,88.0,1,1,1.0,2.0,1,39
unconfirmed,Queens,Woodside,40.74344,-73.91076,True,strict,Private room,2010,900.0,180.0,3,38,3.65,5.0,3,146
unconfirmed,Brooklyn,Crown Heights,40.67166,-73.94674,True,moderate,Entire home/apt,2006,1031.0,206.0,3,34,4.43,2.0,4,249
unconfirmed,Bronx,Parkchester,40.83658,-73.86181,False,moderate,Private room,2013,670.0,134.0,1,32,2.96,5.0,1,333
unconfirmed,Manhattan,Nolita,40.72205,-73.99699,False,flexible,Entire home/apt,2007,1074.0,215.0,4,16,1.68,4.0,1,0
unconfirmed,Manhattan,West Village,40.73485,-74.00313,False,flexible,Entire home/apt,2022,240.0,48.0,30,0,0.74,2.0,65,326
unconfirmed,Queens,Elmhurst,40.7335,-73.87571,False,moderate,Private room,2021,1016.0,203.0,2,5,0.46,4.0,6,340
unconfirmed,Brooklyn,East Flatbush,40.65074,-73.91633,False,flexible,Entire home/apt,2017,83.0,17.0,1,38,3.43,4.0,3,311
